OrderID,CategoryID,ProductID,UnitPrice_x,Quantity,Discount,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,ProductName,SupplierID,QuantityPerUnit,UnitPrice_y,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued,CompanyName,ContactName,ContactTitle,Address_x,City_x,Region_x,PostalCode_x,Country_x,Phone,Fax,LastName,FirstName,Title,TitleOfCourtesy,BirthDate,HireDate,Address_y,City_y,Region_y,PostalCode_y,Country_y,HomePhone,Extension,ReportsTo
10416,6,53,26.2,10,0,WARTH,8,16-01-1997,13-02-1997,27-01-1997,3,22.72,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,Perth Pasties,24,48 pieces,32.8,0,0,0,TRUE,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
10416,5,57,15.6,20,0,WARTH,8,16-01-1997,13-02-1997,27-01-1997,3,22.72,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,Ravioli Angelo,26,24 - 250 g pkgs.,19.5,36,0,20,FALSE,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
10417,1,38,210.8,50,0,SIMOB,4,16-01-1997,13-02-1997,28-01-1997,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,Unknown,1734,Denmark,Côte de Blaye,18,12 - 75 cl bottles,263.5,17,0,15,FALSE,Simons bistro,Jytte Petersen,Owner,Vinbæltet 34,Kobenhavn,,1734,Denmark,31 12 34 56,31 13 35 57,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10417,8,46,9.6,2,0.25,SIMOB,4,16-01-1997,13-02-1997,28-01-1997,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,Unknown,1734,Denmark,Spegesild,21,4 - 450 g glasses,12,95,0,0,FALSE,Simons bistro,Jytte Petersen,Owner,Vinbæltet 34,Kobenhavn,,1734,Denmark,31 12 34 56,31 13 35 57,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10417,3,68,10,36,0.25,SIMOB,4,16-01-1997,13-02-1997,28-01-1997,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,Unknown,1734,Denmark,Scottish Longbreads,8,10 boxes x 8 pieces,12.5,6,10,15,FALSE,Simons bistro,Jytte Petersen,Owner,Vinbæltet 34,Kobenhavn,,1734,Denmark,31 12 34 56,31 13 35 57,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10417,2,77,10.4,35,0,SIMOB,4,16-01-1997,13-02-1997,28-01-1997,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,Unknown,1734,Denmark,Original Frankfurter grüne Soße,12,12 boxes,13,32,0,15,FALSE,Simons bistro,Jytte Petersen,Owner,Vinbæltet 34,Kobenhavn,,1734,Denmark,31 12 34 56,31 13 35 57,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10418,1,2,15.2,60,0,QUICK,4,17-01-1997,14-02-1997,24-01-1997,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,1307,Germany,Chang,1,24 - 12 oz bottles,19,17,40,25,FALSE,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,1307,Germany,0372-035188,,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10418,3,47,7.6,55,0,QUICK,4,17-01-1997,14-02-1997,24-01-1997,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,1307,Germany,Zaanse koeken,22,10 - 4 oz boxes,9.5,36,0,0,FALSE,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,1307,Germany,0372-035188,,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10418,2,61,22.8,16,0,QUICK,4,17-01-1997,14-02-1997,24-01-1997,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,1307,Germany,Sirop d'érable,29,24 - 500 ml bottles,28.5,113,0,25,FALSE,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,1307,Germany,0372-035188,,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10418,7,74,8,15,0,QUICK,4,17-01-1997,14-02-1997,24-01-1997,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,1307,Germany,Longlife Tofu,4,5 kg pkg.,10,4,20,5,FALSE,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,1307,Germany,0372-035188,,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10419,4,60,27.2,60,0.050000001,RICSU,4,20-01-1997,17-02-1997,30-01-1997,2,137.35,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland,Camembert Pierrot,28,15 - 300 g rounds,34,19,0,0,FALSE,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,,1203,Switzerland,0897-034214,,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10419,4,69,28.8,20,0.050000001,RICSU,4,20-01-1997,17-02-1997,30-01-1997,2,137.35,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland,Gudbrandsdalsost,15,10 kg pkg.,36,26,0,15,FALSE,Richter Supermarkt,Michael Holz,Sales Manager,Grenzacherweg 237,Genève,,1203,Switzerland,0897-034214,,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10420,6,9,77.6,20,0.100000001,WELLI,3,21-01-1997,18-02-1997,27-01-1997,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Mishi Kobe Niku,4,18 - 500 g pkgs.,97,29,0,0,TRUE,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10420,8,13,4.8,2,0.100000001,WELLI,3,21-01-1997,18-02-1997,27-01-1997,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Konbu,6,2 kg box,6,24,0,5,FALSE,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10420,1,70,12,8,0.100000001,WELLI,3,21-01-1997,18-02-1997,27-01-1997,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Outback Lager,7,24 - 355 ml bottles,15,15,10,30,FALSE,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10420,8,73,12,20,0.100000001,WELLI,3,21-01-1997,18-02-1997,27-01-1997,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Röd Kaviar,17,24 - 150 g jars,15,101,0,5,FALSE,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10421,3,19,7.3,4,0.150000006,QUEDE,8,21-01-1997,04-03-1997,27-01-1997,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Teatime Chocolate Biscuits,8,10 boxes x 12 pieces,9.2,25,0,5,FALSE,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,(21) 555-4252,(21) 555-4545,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
10421,3,26,24.9,30,0,QUEDE,8,21-01-1997,04-03-1997,27-01-1997,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Gumbär Gummibärchen,11,100 - 250 g bags,31.23,15,0,0,FALSE,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,(21) 555-4252,(21) 555-4545,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
10421,6,53,26.2,15,0.150000006,QUEDE,8,21-01-1997,04-03-1997,27-01-1997,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Perth Pasties,24,48 pieces,32.8,0,0,0,TRUE,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,(21) 555-4252,(21) 555-4545,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
10421,2,77,10.4,10,0.150000006,QUEDE,8,21-01-1997,04-03-1997,27-01-1997,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Original Frankfurter grüne Soße,12,12 boxes,13,32,0,15,FALSE,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,(21) 555-4252,(21) 555-4545,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
10422,3,26,24.9,2,0,FRANS,2,22-01-1997,19-02-1997,31-01-1997,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,Gumbär Gummibärchen,11,100 - 250 g bags,31.23,15,0,0,FALSE,Franchi S.p.A.,Paolo Accorti,Sales Representative,Via Monte Bianco 34,Torino,,10100,Italy,011-4988260,011-4988261,Fuller,Andrew,"Vice President, Sales",Dr.,19-02-1952,14-08-1992,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,3457,3.125
10423,4,31,10,14,0,GOURL,6,23-01-1997,06-02-1997,24-02-1997,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,Gorgonzola Telino,14,12 - 100 g pkgs,12.5,0,70,20,FALSE,Gourmet Lanchonetes,André Fonseca,Sales Associate,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,(11) 555-9482,,Suyama,Michael,Sales Representative,Mr.,02-07-1963,17-10-1993,"Coventry House_x000D_
Miner Rd.",London,Unknown,EC2 7JR,UK,(71) 555-7773,428,5
10423,4,59,44,20,0,GOURL,6,23-01-1997,06-02-1997,24-02-1997,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,Raclette Courdavault,28,5 kg pkg.,55,79,0,0,FALSE,Gourmet Lanchonetes,André Fonseca,Sales Associate,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,(11) 555-9482,,Suyama,Michael,Sales Representative,Mr.,02-07-1963,17-10-1993,"Coventry House_x000D_
Miner Rd.",London,Unknown,EC2 7JR,UK,(71) 555-7773,428,5
10424,1,35,14.4,60,0.200000003,MEREP,7,23-01-1997,20-02-1997,27-01-1997,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Steeleye Stout,16,24 - 12 oz bottles,18,20,0,15,FALSE,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055,King,Robert,Sales Representative,Mr.,29-05-1960,02-01-1994,"Edgeham Hollow_x000D_
Winchester Way",London,Unknown,RG1 9SP,UK,(71) 555-5598,465,5
10424,1,38,210.8,49,0.200000003,MEREP,7,23-01-1997,20-02-1997,27-01-1997,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Côte de Blaye,18,12 - 75 cl bottles,263.5,17,0,15,FALSE,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055,King,Robert,Sales Representative,Mr.,29-05-1960,02-01-1994,"Edgeham Hollow_x000D_
Winchester Way",London,Unknown,RG1 9SP,UK,(71) 555-5598,465,5
10424,3,68,10,30,0.200000003,MEREP,7,23-01-1997,20-02-1997,27-01-1997,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Scottish Longbreads,8,10 boxes x 8 pieces,12.5,6,10,15,FALSE,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055,King,Robert,Sales Representative,Mr.,29-05-1960,02-01-1994,"Edgeham Hollow_x000D_
Winchester Way",London,Unknown,RG1 9SP,UK,(71) 555-5598,465,5
10425,6,55,19.2,10,0.25,LAMAI,6,24-01-1997,21-02-1997,14-02-1997,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Unknown,31000,France,Pâté chinois,25,24 boxes x 2 pies,24,115,0,20,FALSE,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,Suyama,Michael,Sales Representative,Mr.,02-07-1963,17-10-1993,"Coventry House_x000D_
Miner Rd.",London,Unknown,EC2 7JR,UK,(71) 555-7773,428,5
10425,1,76,14.4,20,0.25,LAMAI,6,24-01-1997,21-02-1997,14-02-1997,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Unknown,31000,France,Lakkalikööri,23,500 ml,18,57,0,20,FALSE,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,Suyama,Michael,Sales Representative,Mr.,02-07-1963,17-10-1993,"Coventry House_x000D_
Miner Rd.",London,Unknown,EC2 7JR,UK,(71) 555-7773,428,5
10426,5,56,30.4,5,0,GALED,4,27-01-1997,24-02-1997,06-02-1997,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Unknown,8022,Spain,Gnocchi di nonna Alice,26,24 - 250 g pkgs.,38,21,10,30,FALSE,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,(93) 203 4560,(93) 203 4561,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10426,5,64,26.6,7,0,GALED,4,27-01-1997,24-02-1997,06-02-1997,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Unknown,8022,Spain,Wimmers gute Semmelknödel,12,20 bags x 4 pieces,33.25,22,80,30,FALSE,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,(93) 203 4560,(93) 203 4561,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10427,7,14,18.6,35,0,PICCO,4,27-01-1997,24-02-1997,03-03-1997,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,Unknown,5020,Austria,Tofu,6,40 - 100 g pkgs.,23.25,35,0,0,FALSE,Piccolo und mehr,Georg Pipps,Sales Manager,Geislweg 14,Salzburg,,5020,Austria,6562-9722,6562-9723,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10428,8,46,9.6,20,0,REGGC,7,28-01-1997,25-02-1997,04-02-1997,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,Spegesild,21,4 - 450 g glasses,12,95,0,0,FALSE,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,,42100,Italy,0522-556721,0522-556722,King,Robert,Sales Representative,Mr.,29-05-1960,02-01-1994,"Edgeham Hollow_x000D_
Winchester Way",London,Unknown,RG1 9SP,UK,(71) 555-5598,465,5
10429,3,50,13,40,0,HUNGO,3,29-01-1997,12-03-1997,07-02-1997,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,Valkoinen suklaa,23,12 - 100 g bars,16.25,65,0,30,FALSE,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10429,2,63,35.1,35,0.25,HUNGO,3,29-01-1997,12-03-1997,07-02-1997,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,Vegie-spread,7,15 - 625 g jars,43.9,24,0,5,FALSE,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10430,6,17,31.2,45,0.200000003,ERNSH,4,30-01-1997,13-02-1997,03-02-1997,1,458.78,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Alice Mutton,7,20 - 1 kg tins,39,0,0,0,TRUE,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10430,3,21,8,50,0,ERNSH,4,30-01-1997,13-02-1997,03-02-1997,1,458.78,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Sir Rodney's Scones,8,24 pkgs. x 4 pieces,10,3,40,5,FALSE,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10430,5,56,30.4,30,0,ERNSH,4,30-01-1997,13-02-1997,03-02-1997,1,458.78,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Gnocchi di nonna Alice,26,24 - 250 g pkgs.,38,21,10,30,FALSE,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10430,4,59,44,70,0.200000003,ERNSH,4,30-01-1997,13-02-1997,03-02-1997,1,458.78,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,Raclette Courdavault,28,5 kg pkg.,55,79,0,0,FALSE,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10431,6,17,31.2,50,0.25,BOTTM,4,30-01-1997,13-02-1997,07-02-1997,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Alice Mutton,7,20 - 1 kg tins,39,0,0,0,TRUE,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10431,8,40,14.7,50,0.25,BOTTM,4,30-01-1997,13-02-1997,07-02-1997,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Boston Crab Meat,19,24 - 4 oz tins,18.4,123,0,30,FALSE,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10431,3,47,7.6,30,0.25,BOTTM,4,30-01-1997,13-02-1997,07-02-1997,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Zaanse koeken,22,10 - 4 oz boxes,9.5,36,0,0,FALSE,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,Peacock,Margaret,Sales Representative,Mrs.,19-09-1937,03-05-1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,5176,2
10432,3,26,24.9,10,0,SPLIR,3,31-01-1997,14-02-1997,07-02-1997,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,Gumbär Gummibärchen,11,100 - 250 g bags,31.23,15,0,0,FALSE,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,P.O. Box 555,Lander,WY,82520,USA,(307) 555-4680,(307) 555-6525,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10432,6,54,5.9,40,0,SPLIR,3,31-01-1997,14-02-1997,07-02-1997,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,Tourtière,25,16 pies,7.45,21,0,10,FALSE,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,P.O. Box 555,Lander,WY,82520,USA,(307) 555-4680,(307) 555-6525,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10433,5,56,30.4,28,0,PRINI,3,03-02-1997,03-03-1997,04-03-1997,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Unknown,1756,Portugal,Gnocchi di nonna Alice,26,24 - 250 g pkgs.,38,21,10,30,FALSE,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,Estrada da saúde n. 58,Lisboa,,1756,Portugal,(1) 356-5634,,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10434,4,11,16.8,6,0,FOLKO,3,03-02-1997,03-03-1997,13-02-1997,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden,Queso Cabrales,5,1 kg pkg.,21,22,30,30,FALSE,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,,S-844 67,Sweden,0695-34 67 21,,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10434,1,76,14.4,18,0.150000006,FOLKO,3,03-02-1997,03-03-1997,13-02-1997,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden,Lakkalikööri,23,500 ml,18,57,0,20,FALSE,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,,S-844 67,Sweden,0695-34 67 21,,Leverling,Janet,Sales Representative,Ms.,30-08-1963,01-04-1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,3355,2
10435,1,2,15.2,10,0,CONSH,8,04-02-1997,18-03-1997,07-02-1997,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,Unknown,WX1 6LT,UK,Chang,1,24 - 12 oz bottles,19,17,40,25,FALSE,Consolidated Holdings,Elizabeth Brown,Sales Representative,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,(171) 555-2282,(171) 555-9199,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
10435,5,22,16.8,12,0,CONSH,8,04-02-1997,18-03-1997,07-02-1997,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,Unknown,WX1 6LT,UK,Gustaf's Knäckebröd,9,24 - 500 g pkgs.,21,104,0,25,FALSE,Consolidated Holdings,Elizabeth Brown,Sales Representative,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,(171) 555-2282,(171) 555-9199,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
10435,4,72,27.8,10,0,CONSH,8,04-02-1997,18-03-1997,07-02-1997,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,Unknown,WX1 6LT,UK,Mozzarella di Giovanni,14,24 - 200 g pkgs.,34.8,14,0,0,FALSE,Consolidated Holdings,Elizabeth Brown,Sales Representative,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,(171) 555-2282,(171) 555-9199,Callahan,Laura,Inside Sales Coordinator,Ms.,09-01-1958,05-03-1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,2344,2
